tiff_file,prompt,ground_truth
Thermal_26,What is the highest temperature recorded for the tree? Strictly return a single numerical value rounded to one decimal place.,32.2
Thermal_260,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,34.1
Thermal_260,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.9
Thermal_260,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,36.2
Thermal_2602,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,33.1
Thermal_2602,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.5
Thermal_2602,What is the highest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,36.2
Thermal_2602,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,34.2
Thermal_2602,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.6
Thermal_2602,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,37.0
Thermal_2605,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,33.7
Thermal_2605,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,31.9
Thermal_2605,What is the maximum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,36.7
Thermal_2605,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,33.0
Thermal_2605,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.5
Thermal_2605,What is the maximum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,36.2
Thermal_261,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,34.1
Thermal_261,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,31.9
Thermal_261,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,36.2
Thermal_2612,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,32.3
Thermal_2612,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_2612,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,35.6
Thermal_2613,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,33.2
Thermal_2613,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,30.6
Thermal_2613,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,36.1
Thermal_2616,What average temperature does the shoe on the right show? Strictly return a single numerical value rounded to one decimal place.,32.2
Thermal_2616,What is the minimum temperature of the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_2616,What is the highest temperature recorded for the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,33.5
Thermal_2616,What is the average temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,31.6
Thermal_2616,What is the coldest point of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,29.5
Thermal_2616,What is the highest temperature recorded for the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_262,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,33.7
Thermal_262,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,31.5
Thermal_262,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,35.9
Thermal_2621,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,32.0
Thermal_2621,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,29.1
Thermal_2621,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,34.4
Thermal_2624,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.4
Thermal_2624,What is the lowest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_2624,What is the maximum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,35.4
Thermal_2624,What is the mean temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,32.0
Thermal_2624,What is the lowest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_2624,What is the hottest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.7
Thermal_2625,What is the mean temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.6
Thermal_2625,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_2625,What is the maximum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,36.6
Thermal_2625,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,32.3
Thermal_2625,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_2625,What is the highest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.7
Thermal_2627,What is the mean temperature of the shoe? Strictly return a single numerical value rounded to one decimal place.,31.1
Thermal_2627,What is the lowest temperature recorded for the shoe? Strictly return a single numerical value rounded to one decimal place.,28.9
Thermal_2627,What is the maximum temperature of the shoe? Strictly return a single numerical value rounded to one decimal place.,32.5
Thermal_263,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,33.5
Thermal_263,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.5
Thermal_263,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,35.7
Thermal_2630,What is the mean temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,33.6
Thermal_2630,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.3
Thermal_2630,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,37.7
Thermal_2630,What is the average temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,32.5
Thermal_2630,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.6
Thermal_2630,What is the maximum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,35.1
Thermal_2633,What average temperature does the person on the right show? Strictly return a single numerical value rounded to one decimal place.,33.7
Thermal_2633,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.2
Thermal_2633,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,37.7
Thermal_2633,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_2633,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.6
Thermal_2633,What is the maximum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,35.5
Thermal_2634,What is the average temperature of the shoe? Strictly return a single numerical value rounded to one decimal place.,31.0
Thermal_2634,What is the coldest point of the shoe? Strictly return a single numerical value rounded to one decimal place.,28.7
Thermal_2634,What is the hottest point of the shoe? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_2635,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,33.8
Thermal_2635,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,29.8
Thermal_2635,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,37.8
Thermal_2636,What is the mean temperature of the shoe? Strictly return a single numerical value rounded to one decimal place.,31.0
Thermal_2636,What is the minimum temperature of the shoe? Strictly return a single numerical value rounded to one decimal place.,28.7
Thermal_2636,What is the hottest point of the shoe? Strictly return a single numerical value rounded to one decimal place.,32.6
Thermal_2637,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,33.9
Thermal_2637,What is the lowest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_2637,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,37.7
Thermal_2637,What is the mean temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,32.4
Thermal_2637,What is the lowest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_2637,What is the maximum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,35.4
Thermal_264,What is the average temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,31.0
Thermal_264,What is the coldest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.9
Thermal_264,What is the highest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,32.2
Thermal_264,What average temperature does the chair on the left show? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_264,What is the coldest point of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,28.6
Thermal_264,What is the highest temperature recorded for the chair on the left? Strictly return a single numerical value rounded to one decimal place.,30.8
Thermal_264,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,33.4
Thermal_264,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,31.1
Thermal_264,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,35.8
Thermal_2642,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,33.4
Thermal_2642,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.9
Thermal_2642,What is the highest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,37.7
Thermal_2642,What is the average temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,32.2
Thermal_2642,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.5
Thermal_2642,What is the hottest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.9
Thermal_2649,What average temperature does the person on the right show? Strictly return a single numerical value rounded to one decimal place.,32.5
Thermal_2649,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_2649,What is the highest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,36.0
Thermal_2649,What is the average temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,32.2
Thermal_2649,What is the lowest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.7
Thermal_2649,What is the hottest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.5
Thermal_265,What is the mean temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,30.6
Thermal_265,What is the coldest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_265,What is the hottest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,31.9
Thermal_265,What is the average temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,29.7
Thermal_265,What is the coldest point of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,28.3
Thermal_265,What is the maximum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,30.4
Thermal_265,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,33.0
Thermal_265,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,30.2
Thermal_265,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,35.6
Thermal_2650,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.8
Thermal_2650,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_2650,What is the maximum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,37.5
Thermal_2650,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,32.4
Thermal_2650,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.6
Thermal_2650,What is the highest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,35.3
Thermal_2653,What average temperature does the person on the right show? Strictly return a single numerical value rounded to one decimal place.,31.9
Thermal_2653,What is the lowest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_2653,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,36.2
Thermal_2653,What is the mean temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,32.0
Thermal_2653,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.5
Thermal_2653,What is the highest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.3
Thermal_266,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,34.5
Thermal_266,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,31.7
Thermal_266,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,36.9
Thermal_2664,What is the mean temperature of the smartphone? Strictly return a single numerical value rounded to one decimal place.,34.3
Thermal_2664,What is the coldest point of the smartphone? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_2664,What is the hottest point of the smartphone? Strictly return a single numerical value rounded to one decimal place.,35.9
Thermal_2665,What is the mean temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.5
Thermal_2665,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_2665,What is the maximum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,36.9
Thermal_2665,What is the mean temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,32.3
Thermal_2665,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.7
Thermal_2665,What is the maximum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.5
Thermal_2666,What is the mean temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_2666,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.2
Thermal_2666,What is the maximum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,35.2
Thermal_2666,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,32.4
Thermal_2666,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.7
Thermal_2666,What is the highest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,35.1
Thermal_267,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,34.4
Thermal_267,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,32.1
Thermal_267,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,36.8
Thermal_2674,What average temperature does the person on the right show? Strictly return a single numerical value rounded to one decimal place.,32.8
Thermal_2674,What is the lowest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.9
Thermal_2674,What is the maximum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,38.0
Thermal_2674,What is the average temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,32.1
Thermal_2674,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.9
Thermal_2674,What is the hottest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,35.0
Thermal_2676,What is the mean temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.0
Thermal_2676,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,30.2
Thermal_2676,What is the hottest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,38.2
Thermal_2676,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,33.2
Thermal_2676,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,31.4
Thermal_2676,What is the highest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,36.4
Thermal_2678,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,32.9
Thermal_2678,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,29.7
Thermal_2678,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,38.0
Thermal_268,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,34.3
Thermal_268,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,32.2
Thermal_268,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,36.6
Thermal_2681,What is the mean temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.8
Thermal_2681,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.2
Thermal_2681,What is the highest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,36.1
Thermal_2681,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,31.9
Thermal_2681,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.3
Thermal_2681,What is the hottest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.7
Thermal_2684,What is the mean temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.6
Thermal_2684,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.8
Thermal_2684,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,36.1
Thermal_2684,What is the mean temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,31.8
Thermal_2684,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_2684,What is the hottest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.4
Thermal_2685,What is the average temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,31.1
Thermal_2685,What is the minimum temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_2685,What is the maximum temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,32.4
Thermal_2685,What average temperature does the shoe on the right show? Strictly return a single numerical value rounded to one decimal place.,31.1
Thermal_2685,What is the coldest point of the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,28.6
Thermal_2685,What is the maximum temperature of the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,32.9
Thermal_2686,What is the mean temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.5
Thermal_2686,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.7
Thermal_2686,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,35.5
Thermal_2686,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,31.7
Thermal_2686,What is the lowest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.9
Thermal_2686,What is the hottest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.2
Thermal_2686,What average temperature does the shoe show? Strictly return a single numerical value rounded to one decimal place.,31.0
Thermal_2686,What is the lowest temperature recorded for the shoe? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_2686,What is the hottest point of the shoe? Strictly return a single numerical value rounded to one decimal place.,32.3
Thermal_2687,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.6
Thermal_2687,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_2687,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,37.1
Thermal_2687,What is the average temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,31.7
Thermal_2687,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.9
Thermal_2687,What is the maximum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.2
Thermal_2688,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,32.4
Thermal_2688,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,29.3
Thermal_2688,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,34.6
Thermal_2689,What average temperature does the person on the right show? Strictly return a single numerical value rounded to one decimal place.,33.4
Thermal_2689,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_2689,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,38.2
Thermal_2689,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,31.5
Thermal_2689,What is the lowest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.7
Thermal_2689,What is the highest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,33.6
Thermal_269,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,34.2
Thermal_269,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,31.6
Thermal_269,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,36.6
Thermal_2691,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,30.9
Thermal_2691,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_2691,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,33.9
Thermal_2692,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.5
Thermal_2692,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.9
Thermal_2692,What is the maximum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,34.0
Thermal_2692,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,32.8
Thermal_2692,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.7
Thermal_2692,What is the maximum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,35.9
Thermal_2693,What average temperature does the person on the right show? Strictly return a single numerical value rounded to one decimal place.,32.8
Thermal_2693,What is the lowest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.9
Thermal_2693,What is the highest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,37.5
Thermal_2693,What is the average temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,31.1
Thermal_2693,What is the lowest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.8
Thermal_2693,What is the highest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.6
Thermal_2696,What is the mean temperature of the monitor on the right? Strictly return a single numerical value rounded to one decimal place.,30.1
Thermal_2696,What is the lowest temperature recorded for the monitor on the right? Strictly return a single numerical value rounded to one decimal place.,28.2
Thermal_2696,What is the hottest point of the monitor on the right? Strictly return a single numerical value rounded to one decimal place.,31.0
Thermal_2696,What is the mean temperature of the monitor on the left? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_2696,What is the coldest point of the monitor on the left? Strictly return a single numerical value rounded to one decimal place.,28.3
Thermal_2696,What is the maximum temperature of the monitor on the left? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_2696,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.9
Thermal_2696,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.5
Thermal_2696,What is the maximum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,37.2
Thermal_2696,What is the average temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,31.7
Thermal_2696,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.7
Thermal_2696,What is the hottest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.0
Thermal_27,What average temperature does the monitor show? Strictly return a single numerical value rounded to one decimal place.,33.7
Thermal_27,What is the coldest point of the monitor? Strictly return a single numerical value rounded to one decimal place.,31.0
Thermal_27,What is the hottest point of the monitor? Strictly return a single numerical value rounded to one decimal place.,36.4
Thermal_27,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,30.7
Thermal_27,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,25.2
Thermal_27,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,33.5
Thermal_270,What is the mean temperature of the cup? Strictly return a single numerical value rounded to one decimal place.,32.1
Thermal_270,What is the lowest temperature recorded for the cup? Strictly return a single numerical value rounded to one decimal place.,31.5
Thermal_270,What is the highest temperature recorded for the cup? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_270,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,34.1
Thermal_270,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.7
Thermal_270,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,36.5
Thermal_271,What is the average temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,32.9
Thermal_271,What is the coldest point of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,31.9
Thermal_271,What is the maximum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,33.4
Thermal_271,What is the mean temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,33.4
Thermal_271,What is the lowest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,32.4
Thermal_271,What is the highest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,33.9
Thermal_271,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,35.4
Thermal_271,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,33.5
Thermal_271,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,37.3
Thermal_271,What average temperature does the shoe show? Strictly return a single numerical value rounded to one decimal place.,36.0
Thermal_271,What is the minimum temperature of the shoe? Strictly return a single numerical value rounded to one decimal place.,34.3
Thermal_271,What is the hottest point of the shoe? Strictly return a single numerical value rounded to one decimal place.,37.2
Thermal_2712,What is the average temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,32.4
Thermal_2712,What is the lowest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.6
Thermal_2712,What is the maximum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,35.4
Thermal_2712,What is the average temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,33.2
Thermal_2712,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.7
Thermal_2712,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,36.2
Thermal_2718,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,31.8
Thermal_2718,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.5
Thermal_2718,What is the highest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,35.1
Thermal_2718,What is the mean temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.1
Thermal_2718,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,28.8
Thermal_2718,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,35.3
Thermal_2718,What is the mean temperature of the shoe? Strictly return a single numerical value rounded to one decimal place.,31.5
Thermal_2718,What is the lowest temperature recorded for the shoe? Strictly return a single numerical value rounded to one decimal place.,29.9
Thermal_2718,What is the highest temperature recorded for the shoe? Strictly return a single numerical value rounded to one decimal place.,32.8
Thermal_2719,What is the average temperature of the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,32.3
Thermal_2719,What is the lowest temperature recorded for the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,30.3
Thermal_2719,What is the maximum temperature of the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,33.6
Thermal_2719,What is the mean temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,32.3
Thermal_2719,What is the coldest point of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,31.0
Thermal_2719,What is the hottest point of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,33.4
Thermal_272,What average temperature does the chair show? Strictly return a single numerical value rounded to one decimal place.,32.6
Thermal_272,What is the coldest point of the chair? Strictly return a single numerical value rounded to one decimal place.,31.4
Thermal_272,What is the highest temperature recorded for the chair? Strictly return a single numerical value rounded to one decimal place.,33.1
Thermal_272,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,35.2
Thermal_272,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,33.4
Thermal_272,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,37.2
Thermal_272,What is the mean temperature of the shoe? Strictly return a single numerical value rounded to one decimal place.,35.7
Thermal_272,What is the lowest temperature recorded for the shoe? Strictly return a single numerical value rounded to one decimal place.,34.0
