tiff_file,prompt,category,ground_truth
Thermal_2676,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2681,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2681,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2684,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2684,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2685,"Which of the two shoes has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_2685,"Which of the two shoes has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_2686,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2686,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2687,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2687,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2689,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2689,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2692,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2692,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2693,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2693,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2696,"Between the monitor on the right and the monitor on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_2696,"Which monitor is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_2696,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2696,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_271,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_271,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_2712,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2712,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2718,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2718,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2719,"Which of the two shoes has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_2719,"Which shoe is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_2721,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2721,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2722,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2722,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2723,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2723,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2725,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2725,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2726,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2726,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2734,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2734,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2736,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2736,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2737,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2737,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2738,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2738,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2741,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2741,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2744,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2744,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2745,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2745,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2754,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2754,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_279,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_279,"Which chair is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_2799,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2799,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2804,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2804,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2822,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2822,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2823,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2823,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2830,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2830,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2842,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2842,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2845,"Which shoe is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_2845,"Between the shoe on the right and the shoe on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_2849,"Which monitor is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_2849,"Which monitor is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_2852,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2852,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2865,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2865,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2867,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2867,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2874,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2874,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2876,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2876,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2879,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2879,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2883,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2883,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2884,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2884,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2886,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2886,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2887,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2887,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2894,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2894,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2895,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2895,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2896,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2896,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2899,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2899,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2902,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2902,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2903,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2903,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2905,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2905,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2907,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2907,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2909,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2909,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2911,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2911,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2913,"Between the shoe on the left and the shoe on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_2913,"Between the shoe on the left and the shoe on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_2914,"Which monitor is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_2914,"Which monitor is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_2929,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2929,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2936,"Which of the two monitors has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_2936,"Between the monitor on the right and the monitor on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_2939,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2939,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2948,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2948,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2951,"Which of the two monitors has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_2951,"Which monitor is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_2958,"Which of the two monitors has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_2958,"Between the monitor on the right and the monitor on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_2962,"Which of the two shoes has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_2962,"Which of the two shoes has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_2965,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2965,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2966,"Which monitor is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_2966,"Which monitor is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_2976,"Between the monitor on the right and the monitor on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_2976,"Between the monitor on the right and the monitor on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_2977,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_2977,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_298,"Which chair is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_298,"Which chair is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_2985,"Which of the two monitors has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_2985,"Which of the two monitors has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_2985,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_2985,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_3,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_30,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_30,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3003,"Between the monitor on the right and the monitor on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_3003,"Which of the two monitors has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_301,"Which of the two chairs has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_301,"Which chair is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_3014,"Which shoe is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_3014,"Which shoe is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_3017,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3017,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_302,"Which chair is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_302,"Which of the two chairs has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_3032,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3032,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_304,"Which chair is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_304,"Between the chair on the right and the chair on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_3044,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3044,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3055,"Which of the two monitors has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_3055,"Which of the two monitors has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_3057,"Between the monitor on the right and the monitor on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_3057,"Which monitor is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_306,"Which of the two chairs has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_306,"Which chair is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_307,"Which chair is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_307,"Which of the two chairs has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_3073,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3073,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_308,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_308,"Which of the two chairs has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_3092,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3092,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3096,"Between the monitor on the right and the monitor on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_3096,"Which of the two monitors has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_3098,"Which of the two monitors has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_3098,"Which monitor is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_31,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_31,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3112,"Which of the two monitors has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_3112,"Which of the two monitors has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
Thermal_316,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_316,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_317,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_317,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_3176,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3176,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3179,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3179,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_319,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_319,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_3194,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3194,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_32,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_32,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_320,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_320,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_3203,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3203,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3204,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3204,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3205,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3205,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3206,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3206,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3207,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3207,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3208,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3208,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3209,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3209,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_321,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_321,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_3214,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3214,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
